indicator_type,Company,Sector,Country,Region,Indicator,KPI,Unit,year,value
Social,ABM Industries Inc,Industrials,United States,North America,Diversity,Number of employees race not specified,Number,2023,6614
Social,ABM Industries Inc,Industrials,United States,North America,Employees,New hires,Number,2023,69257
Social,ABM Industries Inc,Industrials,United States,North America,Employees,Employee turnover rate,Number,2023,76690
Social,ABM Industries Inc,Industrials,United States,North America,Health and safety,Total hours worked,Hours,2023,179797677
Social,ABM Industries Inc,Industrials,United States,North America,Health and safety,Total recordable incident rate,Rate,2023,2.93
Social,ABM Industries Inc,Industrials,United States,North America,Health and safety,"Days away, restricted or transferred (DART) rate",Rate,2023,1.86
Social,ABM Industries Inc,Industrials,United States,North America,Supply chain,Number of suppliers,Number,2023,39000
Social,ABM Industries Inc,Industrials,United States,North America,Supply chain,Suppliers spend,$ million,2023,250.5
Social,Acadia Realty Trust,Real Estate,United States,North America,Employees,Number of employees,Number,2023,117
Social,Acadia Realty Trust,Real Estate,United States,North America,Employees,Number of employees,Number,2022,115
Social,Acadia Realty Trust,Real Estate,United States,North America,Employees,Number of employees,Number,2021,123
Social,Acadia Realty Trust,Real Estate,United States,North America,Employees,Number of employees,Number,2020,120
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Female employees,%,2023,49
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Female employees,%,2022,50
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Female employees,%,2021,55
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Female employees,%,2020,56
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Male employees,%,2023,51
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Male employees,%,2022,50
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Male employees,%,2021,45
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Male employees,%,2020,44
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,White employees,%,2023,74
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,White employees,%,2022,77
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,White employees,%,2021,75
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,White employees,%,2020,75
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Racially and ethnically diverse employees,%,2023,25
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Racially and ethnically diverse employees,%,2022,23
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Racially and ethnically diverse employees,%,2021,25
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Racially and ethnically diverse employees,%,2020,25
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Employees between 20 - 30 years,%,2023,24
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Employees between 20 - 30 years,%,2022,24
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Employees between 20 - 30 years,%,2021,20
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Employees between 20 - 30 years,%,2020,19
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Employees between 31 - 40 years,%,2023,21
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Employees between 31 - 40 years,%,2022,21
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Employees between 31 - 40 years,%,2021,24
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Employees between 31 - 40 years,%,2020,25
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Employees between 41 - 50 years,%,2023,21
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Employees between 41 - 50 years,%,2022,21
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Employees between 41 - 50 years,%,2021,24
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Employees between 41 - 50 years,%,2020,19
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Employees over 50+ years,%,2023,33
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Employees over 50+ years,%,2022,34
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Employees over 50+ years,%,2021,33
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Employees over 50+ years,%,2020,37
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Female management,%,2023,36
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Female management,%,2022,34
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Female management,%,2021,32
Social,Acadia Realty Trust,Real Estate,United States,North America,Diversity,Female management,%,2020,30
Social,Acadia Realty Trust,Real Estate,United States,North America,Employees,Employee turnover rate,%,2023,11
Social,Acadia Realty Trust,Real Estate,United States,North America,Employees,Employee turnover rate,%,2022,23
Social,Acadia Realty Trust,Real Estate,United States,North America,Employees,Employee turnover rate,%,2021,11
Social,Acadia Realty Trust,Real Estate,United States,North America,Employees,Employee turnover rate,%,2020,7
Social,Accel Entertainment,Consumer Cyclical,United States,North America,Employees,Number of employees,Number,2023,1330
Social,Accel Entertainment,Consumer Cyclical,United States,North America,Employees,Number of employees,Number,2022,1300
Social,Accel Entertainment,Consumer Cyclical,United States,North America,Employees,Number of employees,Number,2021,900
Social,Accel Entertainment,Consumer Cyclical,United States,North America,Employees,Number of employees,Number,2020,770
Social,Accenture Plc,Technology,United States,North America,Employees,Number of employees,Number,2023,742000
Social,Accenture Plc,Technology,United States,North America,Employees,Number of employees,Number,2022,742000
Social,Accenture Plc,Technology,United States,North America,Diversity,Female employees,%,2023,48
Social,Accenture Plc,Technology,United States,North America,Diversity,Female employees,%,2022,47
Social,Accenture Plc,Technology,United States,North America,Diversity,Male employees,%,2023,52
Social,Accenture Plc,Technology,United States,North America,Diversity,Male employees,%,2022,53
Social,Accenture Plc,Technology,United States,North America,Diversity,Female management,%,2023,30
Social,Accenture Plc,Technology,United States,North America,Diversity,Female management,%,2022,29
Social,Accenture Plc,Technology,United States,North America,Diversity,Male management,%,2023,70
Social,Accenture Plc,Technology,United States,North America,Diversity,Male management,%,2022,71
Social,Accenture Plc,Technology,United States,North America,Diversity,African American and Black employees - U.S.,11.9,2023,12.1
Social,Accenture Plc,Technology,United States,North America,Diversity,African American and Black employees - U.S.,11.9,2021,9
Social,Accenture Plc,Technology,United States,North America,Diversity,Hispanic American and Latinx employees - U.S.,10.5,2023,11.1
Social,Accenture Plc,Technology,United States,North America,Diversity,Hispanic American and Latinx employees - U.S.,10.5,2021,9.5
Social,Accenture Plc,Technology,United States,North America,Diversity,African American and Black management - U.S.,%,2023,4.2
Social,Accenture Plc,Technology,United States,North America,Diversity,African American and Black management - U.S.,%,2022,4.2
Social,Accenture Plc,Technology,United States,North America,Diversity,African American and Black management - U.S.,%,2020,2.8
Social,Accenture Plc,Technology,United States,North America,Diversity,Hispanic American and Latinx management - U.S.,%,2023,4.5
Social,Accenture Plc,Technology,United States,North America,Diversity,Hispanic American and Latinx management - U.S.,%,2022,4.5
Social,Accenture Plc,Technology,United States,North America,Diversity,Hispanic American and Latinx management - U.S.,%,2020,3.5
Social,Accenture Plc,Technology,United States,North America,Diversity,Black employees - U.K.,%,2023,5.6
Social,Accenture Plc,Technology,United States,North America,Diversity,Black employees - U.K.,%,2022,5.1
Social,Accenture Plc,Technology,United States,North America,Diversity,Black employees - U.K.,%,2020,4
Social,Accenture Plc,Technology,United States,North America,Diversity,Black management - U.K.,Number,2023,12
Social,Accenture Plc,Technology,United States,North America,Diversity,Black management - U.K.,Number,2022,12
Social,Accenture Plc,Technology,United States,North America,Diversity,Black management - U.K.,Number,2020,8
Social,Accenture Plc,Technology,United States,North America,Diversity,African Black employees,%,2023,45.3
Social,Accenture Plc,Technology,United States,North America,Diversity,African Black employees,%,2022,44.4
Social,Accenture Plc,Technology,United States,North America,Diversity,African Black employees,%,2020,45
Social,Accenture Plc,Technology,United States,North America,Diversity,Coloured employees,%,2023,10.8
Social,Accenture Plc,Technology,United States,North America,Diversity,Coloured employees,%,2022,9.8
Social,Accenture Plc,Technology,United States,North America,Diversity,Coloured employees,%,2020,6
Social,Accenture Plc,Technology,United States,North America,Diversity,ACI management,%,2023,53.2
Social,Accenture Plc,Technology,United States,North America,Diversity,ACI management,%,2022,55.5
Social,Accenture Plc,Technology,United States,North America,Diversity,ACI management,%,2020,39
Social,Accenture Plc,Technology,United States,North America,Learning and development,Learning and development investment,$ billion,2023,1.1
Social,Accenture Plc,Technology,United States,North America,Training and development,Training hours,Hours,2023,40000000
Social,Accenture Plc,Technology,United States,North America,Training and development,Training hours,Hours,2022,40000000
Social,Accenture Plc,Technology,United States,North America,Employees,Employee turnover rate,%,2023,13
Social,Accenture Plc,Technology,United States,North America,Employees,Employee turnover rate,%,2022,19
